2008es    II
anonymous   ABg= 0.00 .00 ABi= 0.00 .00  mu= 39.7  0.00
 _____________________________________________________________________
UBVRI    JD_max    54592.73 2  54592.73 2  54592.73 2  54592.73 2  54592.73 2  
          m_max     17.8   .1 17.8   .1 17.8   .1 17.8  .1 17.8   .1
  Date      JD        U           B         V          R          I          S  notes
a      54591.2    9999  0.000  9999  0.00   9999  0.00  17.94  0.06 17.92  0.08  5
a      54593.2    9999  0.000  9999  0.00   9999  0.00  17.86  0.06 17.81  0.05  5
a      54595.2    9999  0.000  9999  0.00   9999  0.00  17.91  0.08 17.88  0.06  5
a      54597.2    9999  0.000  9999  0.00   9999  0.00  17.86  0.08 17.77  0.06  5
a      54598.3    9999  0.000  9999  0.00   9999  0.00  17.82  0.08  9999  0.00  5
a      54600.2    9999  0.000  9999  0.00   9999  0.00  17.82  0.10 17.81  0.07  5 
a      54602.2    9999  0.000  9999  0.00   9999  0.00  17.81  0.16  9999  0.00  5 
a      54603.2    9999  0.000  9999  0.00   9999  0.00  17.84  0.08 17.80  0.08  5
a      54606.3    9999  0.000  9999  0.00   9999  0.00  17.92  0.10 17.87  0.10  5
a      54607.2    9999  0.000  9999  0.00   9999  0.00  17.83  0.08 17.82  0.09  5
a      54608.2    9999  0.000  9999  0.00   9999  0.00  17.97  0.12 17.90  0.10  5
a      54615.2    9999  0.000  9999  0.00   9999  0.00  17.96  0.08 17.98  0.08  5
a      54617.2    9999  0.000  9999  0.00   9999  0.00  18.00  0.06 17.97  0.10  5
a      54618.2    9999  0.000  9999  0.00   9999  0.00  18.01  0.06 17.98  0.09  5
a      54620.2    9999  0.000  9999  0.00   9999  0.00  18.22  0.14 18.00  0.08  5
a      54624.2    9999  0.000  9999  0.00   9999  0.00  18.09  0.08 18.03  0.08  5
a      54629.2    9999  0.000  9999  0.00   9999  0.00  18.26  0.07 18.12  0.08  5
#a      54633.2    9999  0.000  9999  0.00   9999  0.00  17.97  0.08 18.15  0.09  5
#a      54634.2    9999  0.000  9999  0.00   9999  0.00  17.97  0.09 18.16  0.07  5
#a      54635.2    9999  0.000  9999  0.00   9999  0.00  17.97  0.08 18.26  0.08  5
a      54636.2    9999  0.000  9999  0.00   9999  0.00  18.30  0.11 18.24  0.09  5
a      54638.3    9999  0.000  9999  0.00   9999  0.00  18.35  0.10 18.31  0.10  5
a      54640.2    9999  0.000  9999  0.00   9999  0.00  18.38  0.06 18.35  0.06  5
